"links","datetime","rssid","rsstopic","date","downloaded"
"https://www.spiegel.de/panorama/justiz/fall-sabina-nessa-verdaechtiger-nach-mord-an-junger-lehrerin-angeklagt-a-52f53568-97da-4c68-83f1-eb38e3865a7d#ref=rss","2021-09-28 06:00:02","spiegel_rssschlagz_2021-09-28_06_00_02","Spiegel_Schlagzeilen","2021-09-28",1
"https://www.zdf.de/nachrichten/zdf-morgenmagazin/wahlkampfendspurt-der-kanzlerkandidaten-baerbock-scholz-kanzlerin-laschet-100.html","2021-09-22 15:07:02","ZDF_2021-09-22_15_07_02","ZDF_Standard","2021-09-22",1
"https://www.welt.de/kultur/article235071880/30-von-Adele-Manche-nennen-es-Melancholie-die-Albumkritik.html","2021-11-17 10:03:02","WELT_News_2021-11-17_10_03_02","WELT_News","2021-11-17",1
"https://www.zdf.de/nachrichten/heute-19-uhr/venezuela-flucht-kolumbien-video-100.html","2021-09-05 08:30:02","ZDF_2021-09-05_08_30_02","ZDF_Standard","2021-09-05",1
"https://www.tagesschau.de/investigativ/test-express-109.html","2021-10-18 09:56:02","ARD_Inland_2021-10-18_09_56_02","ARD_Inland","2021-10-18",1
"https://www.spiegel.de/ausland/philippinen-sara-duterte-koennte-ihren-vater-beerben-a-cbb09ebb-5a77-4c90-a049-a4e9931f3e53#ref=rss","2021-10-03 14:26:02","spiegel_rssschlagz_2021-10-03_14_26_02","Spiegel_Schlagzeilen","2021-10-03",1
"https://www.spiegel.de/politik/fall-idar-oberstein-innenpolitiker-geben-afd-mitschuld-an-radikalisierung-der-querdenker-bewegung-a-7b70511b-5847-47d8-b0bf-03416a541ad9#ref=rss","2021-09-23 06:30:02","spiegel_rsspolitik_2021-09-23_06_30_02","Spiegel_Politik","2021-09-23",1
"https://www.spiegel.de/wirtschaft/unternehmen/springer-entbindet-bild-chefredakteur-julian-reichelt-von-seinen-aufgaben-a-6e212770-0fa4-481c-84b3-d6fd269f0757#ref=rss","2021-10-18 19:26:02","spiegel_rssschlagz_2021-10-18_19_26_02","Spiegel_Schlagzeilen","2021-10-18",1
"https://www.rtl.de/cms/mutmasslicher-missbrauch-in-berliner-kita-so-beschreiben-nachbarn-den-verdaechtigen-erzieher-4828991.html","2021-09-12 02:00:02","RTL_News_2021-09-12_02_00_02","RTL_News","2021-09-12",1
"https://www.spiegel.de/ausland/russland-behoerden-leiten-ermittlungen-zu-foltervideos-aus-gefaengnissen-ein-a-ade65e67-7468-488f-86f8-ea358cd556c7#ref=rss","2021-10-05 19:26:02","spiegel_rssschlagz_2021-10-05_19_26_02","Spiegel_Schlagzeilen","2021-10-05",1
"https://www.spiegel.de/politik/deutschland/cannabis-legalisierung-cristian-lindner-spricht-sich-fuer-apotheken-verkauf-aus-a-aeefa53b-b1f0-47c5-9bd6-590adb76bcce#ref=rss","2021-10-18 15:25:02","spiegel_rsspolitik_2021-10-18_15_25_02","Spiegel_Politik","2021-10-18",1
"https://www.zdf.de/nachrichten/zdf-morgenmagazin/inea-erfindermesse-in-nuernberg-100.html","2021-11-05 08:30:02","ZDF_2021-11-05_08_30_02","ZDF_Standard","2021-11-05",1
"https://www.tagesschau.de/ausland/amerika/interview-obama-springsteen-101.html","2021-10-25 01:15:02","ARD_Ausland_2021-10-25_01_15_02","ARD_Ausland","2021-10-25",1
"https://www.spiegel.de/ausland/migration-durch-den-darien-gap-zwischen-kolumbien-und-panama-der-wald-der-leben-zerstoert-a-5277dd06-6060-4562-b975-b3a6556d2aaf#ref=rss","2021-10-02 14:26:02","spiegel_rssschlagz_2021-10-02_14_26_02","Spiegel_Schlagzeilen","2021-10-02",1
"https://www.spiegel.de/panorama/gesellschaft/corona-warum-die-hospitalisierungsinzidenz-probleme-macht-a-5350a068-c5a6-4783-85e2-b02be8fefbfd#ref=rss","2021-10-08 10:26:02","spiegel_rssschlagz_2021-10-08_10_26_02","Spiegel_Schlagzeilen","2021-10-08",1
"https://www.spiegel.de/wissenschaft/mensch/klimawandel-der-oelkonzern-total-wusste-seit-1971-von-der-globalen-erwaermung-a-b31a50ef-1d28-4774-a0a3-ca70756c0b70#ref=rss","2021-10-20 16:26:02","spiegel_rssschlagz_2021-10-20_16_26_02","Spiegel_Schlagzeilen","2021-10-20",1
"https://www.spiegel.de/panorama/leute/prinzessin-diana-skandal-interview-bbc-entschaedigt-grafiker-a-85acad4e-0992-492e-802c-8ad0f164fada#ref=rss","2021-10-08 17:26:02","spiegel_rssschlagz_2021-10-08_17_26_02","Spiegel_Schlagzeilen","2021-10-08",1
"https://www.stern.de/genuss/wasserkocher-aus-edelstahl--modelle-im-vergleich-30669734.html?utm_campaign=alle-nachrichten&utm_medium=rss-feed&utm_source=standard","2021-08-23 17:55:05","stern_rssnews_2021-08-23_17_55_05","Stern_News","2021-08-23",1
"https://www.spiegel.de/ausland/internationaler-strafgerichtshof-doch-keine-ermittlungen-gegen-us-soldaten-in-afghanistan-a-04876b71-ebc1-4b37-8cb3-4d4856448061#ref=rss","2021-09-28 10:26:02","spiegel_rssschlagz_2021-09-28_10_26_02","Spiegel_Schlagzeilen","2021-09-28",1
"https://www.spiegel.de/ausland/gouverneurswahl-in-virginia-referendum-ueber-trump-und-biden-a-86eda184-10ec-4976-90b4-f97890408ba1#ref=rss","2021-11-03 10:26:02","spiegel_rssschlagz_2021-11-03_10_26_02","Spiegel_Schlagzeilen","2021-11-03",1
"https://www.rtl.de/cms/wetterbericht-fuer-den-18-10-2021-wolken-und-regen-im-norden-bodenfrost-und-nebel-im-sueden-4435004.html","2021-10-18 02:00:02","RTL_News_2021-10-18_02_00_02","RTL_News","2021-10-18",1
"https://www.welt.de/feed/msn/politik/video234693676/Ampel-Verhandlungen-SPD-Gruene-und-FDP-starten-in-die-Koalitions-Detailverhandlungen.html","2021-10-28 10:51:02","welt_rsspolitik_2021-10-28_10_51_02","WELT_Politik","2021-10-28",1
"https://www.spiegel.de/sport/fussball/tuchels-chelsea-verliert-bei-juve-geschlagen-bei-seinem-eigenen-spiel-a-9d7680dd-6977-4f87-bb56-1e2070e51682#ref=rss","2021-09-30 06:00:02","spiegel_rssschlagz_2021-09-30_06_00_02","Spiegel_Schlagzeilen","2021-09-30",1
"https://www.spiegel.de/politik/deutschland/news-gelb-gruene-annaeherungen-parteitag-der-gruenen-ethnische-saeuberungen-a-7706778c-322a-43c5-b8f1-7aa05441501f#ref=rss","2021-10-02 09:30:02","spiegel_rsspolitik_2021-10-02_09_30_02","Spiegel_Politik","2021-10-02",1
"https://www.spiegel.de/sport/boxen-anthony-joshua-gegen-oleksandr-usyk-leichter-gegner-schwere-aufgabe-a-c3a16e45-1c05-4e49-bede-dee8e1d7f551#ref=rss","2021-09-25 18:26:02","spiegel_rssschlagz_2021-09-25_18_26_02","Spiegel_Schlagzeilen","2021-09-25",1
"https://www.n-tv.de/politik/SPD-FDP-und-Gruene-wollen-Ubergangsregel-bis-Maerz-article22890004.html","2021-10-27 15:15:02","NTV_Standard_2021-10-27_15_15_02","NTV_Standard","2021-10-27",1
